name,rating,createdAt,address1,address2,address3,postCode,latitude,longitude
Bond Street Deli,3,19/06/2024,1 Bond Street,St. Helier,,JE2 3NP,49.1832,-2.10704
Bean around the World,5,29/04/2025,73 Halkett Place,St. Helier,,JE2 4WH,49.186017,-2.104358
Lifeboat Cafe,5,06/03/2025,Albert Pier,St. Helier,,JE2 3NE,49.179578,-2.113929
Cambridge Bar,4,17/04/2025,25 Burrard Street,St. Helier,,JE2 4WS,49.18609,-2.10534
Barros Tropical Bistro,3,21/03/2023,Barros Tropical Bistro,37 David Place,Jersey,JE2 4TE,43.865135,-85.37849
Jersey Mechanics Institute,5,19/07/2025,Jersey Mechanics Institute,81 Halkett Place,Jersey,JE2 4WH,49.18629,-2.10428
Quayside Cafe,3,29/05/2024,Albert Pier,St. Helier,,JE2 3NE,49.179578,-2.113929
Pizza Express,5,06/06/2022,Pizza Express,59-61 Halkett Place,Jersey,JE2 4WG,43.865135,-85.37849
Best Western Royal Hotel,5,14/03/2024,Royal Hotel,David Place,Jersey,JE2 4TD,39.119433,-90.327488
Benfica Sports Bar,5,16/07/2025,Cattle Street,St. Helier,,JE2 4WP,49.185731,-2.103815
Naughty Monkeys,5,02/07/2022,,,,,,
Hotel de Normandie,4,30/10/2023,Hotel de Normandie,Havre des Pas,St. Saviour,JE2 7PD,49.178125,-2.101715
The Caesarea,4,23/07/2024,3 Cattle Street,St. Helier,,JE2 4WP,49.185287,-2.103923
Britannia Bars,5,12/06/2025,9 Albert Street,St. Helier,,JE2 3YJ,49.190294,-2.106655
The White Horse Inn,4,31/05/2022,Dicq Road,St. Saviour,,JE2 7PD,49.17831,-2.095187
The Hungry Man,2,25/06/2025,Hungry Man,La Brecque du Nord,Jersey,JE3 5BN,49.237203,-2.045847
Mornington Hotel,5,10/06/2025,62-68 Don Road,St. Helier,,JE2 4QD,49.181,-2.09751
Slice,4,03/05/2024,,,,,,
Dorset Tavern,4,15/08/2022,33 Dorset Street,St. Helier,,JE2 3YH,49.190221,-2.104973
Aquila Road Cafe,4,31/05/2024,6 Aquila Road,St. Helier,,JE2 3XD,49.187853,-2.10835
Farmers Inn,4,09/04/2025,La Grande Route de St. Ouen,St. Ouen,,JE3 2HY,49.232253,-2.202159
Shakes R Us,4,28/06/2024,52-54 Central Market,Halkett Place,Jersey,JE2 4WL,49.21849,-2.14198
Aquila Road Stores,4,31/05/2024,Aquila Road Stores,8 Aquila Road,Jersey,JE2 3XD,49.188011,-2.108361
Pat-A-Cakes Jersey,5,28/03/2019,,,,,,
St. Brelade's Bay Hotel,5,30/01/2024,La Route de la Baie,St. Brelade,,JE3 8EF,49.18529,-2.20083
Airport Cash Stores,4,10/04/2024,La Petite Route des Mielles,,St. Brelade,JE3 8FA,49.194117,-2.196851
Mont Nicolle School,5,27/06/2024,La Route des Genets,St. Brelade,,JE3 8DB,49.189782,-2.19694
Midbay Cafe,3,21/01/2025,La Route de la Baie,St. Brelade,,JE3 8EF,49.18529,-2.20083
iBake,5,08/08/2024,,,,,,
MBC Motors,5,28/09/2022,Harringtons Garage,La Route des Genets,Jersey,JE3 8LF,49.189782,-2.19694
Beau Rivage Hotel,5,12/07/2024,La Route de la Baie,St. Brelade,,JE3 8EF,49.18529,-2.20083
Ronceray Retirement Home,5,03/03/2025,La Rue du Huquet,St. Martin,,JE3 6HE,49.217728,-2.051631
Golden Sands Hotel,5,19/03/2025,La Route de la Baie,St. Brelade,,JE3 8EF,49.18529,-2.20083
Manor Park Stores,3,23/01/2025,La Pouquelaye,St. Helier,,JE2 3GF,49.195916,-2.108062
Maison Des Landes Hotel,5,02/07/2025,"Unit 12, Le Capelain House",Castle Quay,St. Helier,JE2 3EQ,49.185665,-2.110228
Dean and Linda Beuzeval,5,15/01/2024,,,,,,
Oyster Box,5,10/04/2024,Jersey Oyster Box & Crab Shack,La Route de la Baie,Jersey,JE3 8EF,39.119433,-90.327488
Cheeky Monkeys at Durrell,5,11/03/2024,Augres Manor,La Profonde Rue,Jersey,JE3 5BP,49.230414,-2.074973
The Eric Young Orchid Foundation,5,05/10/2022,Victoria Village,La Rue du Moulin du Ponterrin,Jersey,JE3 5HH,49.216247,-2.083206
Durrell Wildlife Hostel,5,13/05/2025,Durrell Wildlife Preservation Trust,Augres Manor,Trinity,JE3 5BF,49.234493,-2.092927
Communicare Centre,4,07/02/2025,Clos de Carrel,St. Brelade,,JE3 8LJ,49.194711,-2.200198
The Jersey Wonderer,5,07/03/2024,,,,,,
St. Peter's School,3,27/04/2023,St Peters School,La Rue du Presbytère,Jersey,JE3 7ZH,43.865135,-85.37849
Falles Airport Garage,4,08/10/2025,La Route des Quennevais,St. Brelade,,JE3 8FP,49.193048,-2.199306
Co-Op En Route - St Peter,5,16/05/2024,La Route de Beaumont,St. Peter,,JE3 7BQ,49.21283,-2.18372
The Goose,3,29/05/2024,La Route de la Haule,St. Peter,,JE3 7BA,49.21283,-2.18372
Gunsite Cafe,4,14/03/2024,La Route de la Haule,St. Peter,,JE3 7YD,49.21283,-2.18372
Hotel La Place,4,19/07/2025,La Route du Coin,St. Brelade,,JE3 8BT,49.196489,-2.177119
L'Horizon Hotel & Spa,4,25/10/2023,La Route de la Baie,St. Brelade,,JE3 8EF,49.18529,-2.20083
Royal CI Yacht Club,5,14/02/2024,Le Mont du Boulevard,St. Brelade,,JE3 8AD,49.184793,-2.169096
The Kiosk,4,13/01/2023,Bel Royal,Victoria Avenue,Jersey,JE3 1LU,39.119433,-90.327488
Somerville Hotel,5,13/02/2024,Le Mont du Boulevard,St. Brelade,,JE3 8AD,49.184793,-2.169096
Old Smugglers Inn Public House,5,15/05/2025,Le Mont du Ouaisné,St. Brelade,,JE3 8AW,49.17621,-2.179202
Hotel Cristina,2,16/07/2025,Hotel Cristina,Le Mont Félard,St. Lawrence,JE3 1JA,49.202693,-2.139063
Tivoli Tavern,4,12/07/2022,Victoria Road,St. Saviour,,JE2 6QG,49.177034,-2.088613
Y-Not Cafe,3,10/02/2025,12 Waterloo Street,St. Helier,,JE2 4WT,49.185226,-2.104861
The Royal Yacht Hotel,4,24/06/2025,Weighbridge,St. Helier,,JE2 3NF,49.185665,-2.110228
St. Brelades Independent Tutorial Co,5,15/04/2024,Le Mont les Vaux,St. Brelade,,JE3 8AF,49.188065,-2.175542
De la Salle College Canteen,5,11/11/2022,De la Salle College,Wellington Road,Jersey,JE2 7TH,40.852626,-74.115653
Pizza Express,5,03/10/2023,La Route de la Baie,St. Brelade,,JE3 8EF,49.18529,-2.20083
Les Creux Bowls Club,4,25/07/2023,La Route Orange,St. Brelade,,JE3 8GQ,49.188669,-2.21175
Eurostore Fox,4,19/03/2024,Eurostore Fox,15 Beresford Street,Jersey,JE2 4WN,49.18525,-2.10341
Breakwater Cafe,3,23/09/2024,La Route de St. Catherine,St. Martin,,JE3 6DD,49.206907,-2.022287
Cargo Coffee Bar,0,19/05/2025,Cargo Coffee,20  Esplanade,St. Helier,JE2 3QA,49.183975,-2.110619
Lakeside Care Home & Lakeside Manor,4,11/07/2025,Lakeside Manor Care Home,La Rue de la Commune,Jersey,JE3 7BN,49.201022,-2.069192
Aromas,5,17/04/2025,Aromas,44 Kensington Place,Jersey,JE2 3PA,43.865135,-85.37849
Mont Felard Pub,4,16/04/2025,La Route de St. Aubin,St. Lawrence,,JE3 1LL,49.198121,-2.147153
Marks & Spencer - St Peter,5,19/07/2024,La Grande Route De St. Pierre,St. Peter,,JE3 7AY,49.213629,-2.182954
Hugo's,5,14/05/2025,19-23 Halkett Street,St. Helier,,JE2 4WJ,49.184606,-2.1035
"Boots the Chemist, St. Peter",5,25/05/2022,Boots,La Grande Route De St. Pierre,St. Peter,JE3 7AA,49.213629,-2.182954
Roberts Garage - Bel Royal,5,05/03/2025,La Route de St. Aubin,St. Lawrence,,JE3 1LN,49.198121,-2.147153
Rosie's Tea Shop,5,20/05/2025,Rosie's Tea Shop,8 Market Street,Jersey,JE2 4WY,39.042903,-90.136834
The Poplars Tea Room,5,01/05/2025,La Route Orange,St. Brelade,,JE3 8LN,49.188669,-2.21175
Maison La Mare,5,06/01/2023,Maison La Mare,33 King Street,Jersey,JE2 4WF,51.65879,-3.80917
The Taste,4,21/07/2022,35 La Colomberie,St. Helier,,JE2 4QB,49.18249,-2.10137
Lloyds Pharmacy (ceased),5,29/07/2022,2-8 Oxford Road,St. Helier,,JE1 4HB,49.18889,-2.10051
The Ugly Oyster,4,27/11/2025,,,,,,
Cafe Ube (Jersey Airport),5,27/07/2022,Jersey Airport,L'Avenue de la Reine Elizabeth II,Jersey,JE3 7BP,49.206594,-2.187314
"Luxury Jersey Ice Cream, Waterfront Gardens",5,06/04/2023,,,,,,
Hooray Henri's,4,10/03/2025,Green Street Slip,Havre des Pas,Jersey,JE2 4HL,49.178722,-2.104437
Hard Bar,5,03/05/2023,Vue du Vallon,4 Parcq De Cadoret,St. Helier,JE2 3HF,49.185665,-2.110228
"Freedom Activity Camp, St Lawrence",5,30/06/2025,St Lawrence Primary School,La Grande Route de St. Laurent,Jersey,JE3 1NG,52.131589,11.639961
"Freedom Activity Camp, First Tower School",5,06/05/2025,First Tower Primary School,La Route de St. Aubin,Jersey,JE2 3SD,49.198121,-2.147153
Jersey Zoo - Airport Concession,4,28/07/2022,Jersey Airport,L'Avenue de la Reine Elizabeth II,Jersey,JE3 7BP,49.206594,-2.187314
Scooby Shack,5,12/05/2024,,,,,,
"Freedom Activity Camp, St Luke's School",5,19/06/2025,St Luke Primary School,Elizabeth Street,Jersey,JE2 7PG,38.970199,-90.188029
Wood's Kitchen Jersey,5,01/07/2025,,,,,,
Tommo's,3,05/06/2024,Normans Depot,Five Oaks,St. Saviour,JE2 7NH,49.198261,-2.081495
"Freedom Activity Camp, St Clement's School",5,03/06/2025,St Clement Primary School,La Rue de la Chapelle,Jersey,JE2 6LN,39.119433,-90.327488
Wholly Ground Cafe,5,10/10/2023,Office,St. Mark's Church,St. Helier,JE2 4LY,49.185665,-2.110228
Elizabeth Terminal Duty Free Shop,5,17/08/2023,Elizabeth Harbour,La Route Du Port Elizabeth,Jersey,JE2 3NW,30.937499,-92.305998
City Cafe,3,13/02/2025,1 Phillips Street,St. Helier,,JE2 4SW,49.185951,-2.101493
Dino (Events),4,03/05/2024,,,,,,
Molly Moo,5,14/08/2023,,,,,,
Beez Kneez,4,09/07/2024,,,,,,
Anytime Fitness (Shake Kiosk),4,22/08/2022,,,,,,
Loaf (Vehicle),4,21/03/2023,,,,,,
The Padel Pad,4,25/07/2023,St Clements Golf & Sports Centre,Plat Douet Road,Jersey,JE2 6PN,43.865135,-85.37849
Love Wine,5,29/08/2023,10 Seaton Place,St. Helier,,JE2 3QL,49.185665,-2.110228
Little Gem Beach Cafe,5,02/05/2025,La Neuve Route,St. Brelade,,JE3 8BS,49.189827,-2.168792
Bitter & Twisted,5,10/06/2025,,,,,,
Cook Stars Jersey,5,11/03/2024,,,,,,
Saffron Restaurant,4,15/01/2024,Havre des Pas,St. Helier,,JE2 4UQ,49.178125,-2.101715
Soy Fusion,3,30/01/2025,8-10,West Centre,St. Helier,JE2 4ST,49.185665,-2.110228
The Rooster Stove,5,03/07/2024,29 Kensington Place,St. Helier,,JE2 3PA,49.187503,-2.114897
Italian American Social Club,5,30/04/2024,,,,,,
Pembroke Hotel,3,10/09/2024,La Grande Route des Sablons,Grouville,,JE3 9FR,49.176538,-2.032492
Jemma Jelley,5,07/05/2025,,,,,,
The Flour Barn/Sylvie's Cookies,5,17/03/2025,,,,,,
The Shipwright,5,08/05/2025,The Shipwright,1  Peirson Road,St. Helier,JE2 3PD,49.188129,-2.115538
Nomu,4,24/07/2025,69-73  Bath Street,,St. Helier,,49.185462,-2.102357
Macmillan Cancer Support,5,20/03/2025,Macmillan Cancer Support (Jersey) Ltd,213 Lido Medical Centre,St. Saviour,JE2 7LA,49.194897,-2.090318
Perch In The Park,5,17/06/2025,Parade Gardens,Gloucester Street,St. Helier,JE2 3XU,49.187144,-2.111804
Ruby Bakes,5,13/05/2025,,,,,,
Natures Child Jersey,5,25/07/2024,Samares Primary School,School Road,St. Clement,JE2 6TG,49.169796,-2.084149
The Loft (St. Helier),4,06/03/2025,The Loft,IFC 5,St. Helier,JE2 3BY,49.185665,-2.110228
Stans Van,3,14/01/2025,,,,,,
Halfway House (Longueville Golf Range),4,12/12/2024,Longueville Golf Range,La Rue des Prés,St. Clement,JE2 6QL,49.186545,-2.041413
The Portelet Inn,5,29/01/2024,The Portelet Inn,La Route de Noirmont,St. Brelade,JE3 8AJ,49.179756,-2.175266
CV Cakes,5,26/06/2024,,,,,,
Castle Kiosk Catering,4,01/08/2024,Castle Kiosk,West Park Slipway,St. Helier,JE2 4ZT,49.185665,-2.110228
Sweetspot,5,18/07/2024,Commercial Unit 2,Cyril Le Marquand Court,St. Helier,JE2 4FE,49.185665,-2.110228
Jsy Party Room,5,22/10/2024,,,,,,
Sandybrook Nursing House,5,02/08/2024,Sandybrook Nursing Home,La Rue du Craslin,St. Peter,JE3 7ZZ,49.200174,-2.159277
Only Food and Sauces (Master Farms Events),5,07/11/2025,,,,,,
KTea Kombucha,5,03/05/2024,Peacock Farm,La Rue de la Pièce Mauger,Trinity,,49.225825,-2.071987
Me and The Farmer Farm Shop,3,25/10/2024,Brooklands,Longfield Avenue,St. Brelade,JE3 8EB,49.185653,-2.186934
Blakes,2,13/01/2026,59-61  King Street,,St. Helier,JE2 4WE,49.184451,-2.106853
La Petite Baguette/Petitte Cafe,3,13/12/2024,La Petite Baguette,34a  Queen Street,St. Helier,JE2 4WD,49.183719,-2.103057
St Clement's School (Flourish),5,20/05/2025,St. Clements Primary School,La Rue de la Chapelle,St. Clement,JE2 6LN,49.173637,-2.056212
The Wave Beach Restaurant,5,14/03/2025,Havre des Pas,,St. Helier,JE2 4UQ,49.178125,-2.101715
Happy Bun,4,03/04/2025,1  The Parade,,St. Helier,JE2 3QP,49.18671,-2.1102
"Morrisons Daily, Quennevais",4,12/11/2025,Iceland,12-15 Les Quennevais Parade,St. Brelade,JE3 8FX,49.193037,-2.198995
"Morrisons Daily, Kensington Place",3,08/04/2025,Kensington Place,,St. Helier,JE1 1HS,49.188007,-2.113717
Chopsticks,5,15/04/2025,43  Hill Street,,St. Helier,JE2 4UA,49.183584,-2.104436
Costa Coffee,5,19/02/2025,Costa Coffee,Victoria House,St. Brelade,JE3 8BS,49.193024,-2.199614
Costa Coffee,5,29/05/2025,Costa Coffee,30  Queen Street,St. Helier,JE2 4WD,49.183853,-2.103465
"Checkers Xpress, First Tower",3,07/02/2025,Checkers Express,La Route de St. Aubin,St. Helier,JE2 3SG,49.198121,-2.147153
"Morrisons Daily, New Era",5,29/10/2025,,New Era,St. Clement,JE2 7QG,,
"Morrisons Daily, Parade",3,14/10/2025,Iceland,4-5  The Parade,St. Helier,JE2 3QP,49.18681,-2.11038
"Morrisons Daily, Gloucester Street",3,08/04/2025,Spectrum,Gloucester Street,St. Helier,JE2 3DG,49.187144,-2.111804
Quayside Bistro & Grill and Vittoria,3,05/03/2025,,"Unit 9-10, Liberty Wharf",St. Helier,JE2 3NY,,
George's Garden Cafe (Catering),5,27/06/2025,2 Grands Vaux Court,Les Grands Vaux,St. Helier,JE2 4NA,49.201405,-2.09225
The Pizza Box Events,3,31/08/2024,,,,,,
Arroz,3,16/09/2025,,International House,St. Helier,JE2 3QQ,,
La Bottega,4,21/11/2025,Unit 75/77,Central Market,St. Helier,JE2 4WL,49.185665,-2.110228
The Hut,5,17/06/2025,Coronation Park,La Route de St. Aubin,St. Lawrence,JE3 1LN,49.198121,-2.147153
Gerry's Fish Bar,5,17/07/2025,47A,,St. Helier,JE2 3WA,49.185665,-2.110228
Le Moulin de Quétivel,5,28/04/2025,Le Moulin de Quetivel,Le Mont Fallu,St. Peter,JE3 7EF,51.135727,6.801864
The Oat Bar,5,02/05/2025,,,,,,
Amelie Ltd,5,06/06/2025,22  Halkett Street,,St. Helier,JE2 4WJ,49.18495,-2.10341
The Sundown,5,21/03/2025,4  Wharf Street,,St. Helier,,49.182898,-2.107852
"Fuel 2 Go, York Street",4,31/05/2024,7  York Street,,St. Helier,,49.18562,-2.1094
5 Mile Thai,2,14/01/2025,35-05S Milano Slipway,La Charrière Cappelain,St. Ouen,,49.24033,-2.243643
Jerk Oasis (Mobile Food Trailer),5,10/04/2024,,,,,,
Sea Level Distillery Shop,5,16/06/2025,Gorey Coast Road Stores,La Route de la Cote,St. Martin,JE3 6EU,49.206907,-2.022287
Cafe Barcelona,0,24/09/2025,19  Commercial Buildings,,St. Helier,JE2 3NB,49.18052,-2.1089
"Dino, The Old England",3,07/11/2024,Old England Hotel,10  Cheapside,St. Helier,JE2 3PG,49.18888,-2.1125
Jersey Rugby Football Club,4,08/07/2024,Jersey Rugby Football Club,La Rue des Landes,St. Peter,JE3 7BG,49.247256,-2.248054
Liberty Bistro,4,04/04/2025,Unit 11b,Liberty Wharf,St. Helier,JE2 3NY,49.182951,-2.107887
Animal Kingdom,4,08/07/2024,Animal Kingdom,Unit 1A Barette Commercial Centre,,JE3 4DS,40.941282,-77.788639
Sue's Hot Snacks,3,20/11/2024,Auction Rooms,Glencoe,St. Lawrence,JE3 1NN,-0.895779,119.867997
Little Bolo by D,5,04/09/2025,,,,,,
The Troubadour,4,01/05/2025,The Troubadour,7  Caledonia Place,St. Helier,JE2 3NG,49.18217,-2.10789
Gourmet Galley,5,04/04/2025,,,,,,
"Alfonso Bakery, Coffee Shop & Superstore",4,14/06/2025,1  Cheapside,,St. Helier,,49.18865,-2.11222
Luxury Jersey Ice Cream (Events),5,25/03/2025,,,,,,
TJ's Bake & Browse (Retail),5,31/10/2025,Georgetown Shop,Georgetown Road,St. Saviour,JE2 7PH,49.178826,-2.093266
Hector's Work Cafe,4,10/06/2024,Jersey College For Girls Secondary School,Le Mont Millais,,JE2 7YB,49.181442,-2.097018
Super Spuds by Caring Cooks,5,28/07/2025,,,,,,
Frida Cowlo,4,01/04/2025,,,,,,
Tea Tent,5,21/07/2025,,,,,,
Scheherzade,3,03/01/2025,40  Kensington Place,,St. Helier,JE2 3PA,49.18771,-2.1144
Veranda,4,07/01/2025,Village Bistro,Gorey Village Main Road,Grouville,JE3 9EP,49.195959,-2.03384
Bar Levant,2,11/02/2025,Cafe Colmar,Broad Street,St. Helier,JE2 3RR,49.1845,-2.108134
Jersey Jacks,5,25/11/2025,,,,,,
Loaves & Layers,5,23/09/2025,,,,,,
St Catherine's Bunker,3,10/05/2025,St. Catherine's Bunker,La Route de St. Catherine,St. Martin,JE3 6DD,49.206907,-2.022287
Tavola,4,18/09/2025,Jersey Central Market 103-107,,St. Helier,JE2 4WL,49.185665,-2.110228
Les Landes Primary School,5,20/06/2025,Les Landes Primary School,La Rue des Cosnets,St. Ouen,JE3 2BJ,49.246014,-2.226716
La Maison Gourmande,2,29/09/2025,1-2  Bagatelle Parade,Bagatelle Road,St. Saviour,JE2 7TP,49.196771,-2.082619
Paraiso Cafe,3,14/11/2023,61a  New Street,,St. Helier,JE2 3RA,49.18686,-2.10579
Meals on Wheels Society (Jersey),3,29/07/2025,Enid Quenault Health and Wellbeing Centre,Le Clos des Sables,St. Brelade,JE3 8JW,49.191086,-2.20399
Jerk Oasis,5,15/05/2025,2  St. James Street,,St. Helier,,49.18383,-2.10007
MOMO,3,18/03/2025,Nightclub,22  Beresford Street,St. Helier,JE2 4WN,49.185217,-2.103294
Cocorico,2,21/11/2025,118-119,Central Market,St. Helier,JE2 4WL,49.185665,-2.110228
Supermarket Madeira,5,02/05/2025,7 Bagatelle Parade,Bagatelle Road,St. Saviour,JE2 7TP,49.196771,-2.082619
Express Auto Parts (Express Bites),3,01/05/2025,,,,,,
La Cantina,5,27/06/2025,La Cantina Restaurant,7-8  Peirson Road,St. Helier,JE2 3PD,49.187614,-2.116617
SD Catering,5,06/05/2025,,,,,,
Jersey Seafood Trailer,5,10/05/2025,,,,,,
Ima's Rum Punch,5,24/11/2025,,,,,,
Jakes BBQ (Events),3,30/07/2025,,,,,,
Habibi Haus,4,21/11/2025,Habibi Haus,66  Bath Street,St. Helier,JE2 4SU,49.18605,-2.10227
TJ's Bake & Browse,5,31/10/2025,,,,,,
No1 Lounges (JER) Ltd,5,18/11/2025,Jersey Airport,L'Avenue de la Commune,St. Peter,JE1 1BY,49.202412,-2.192182
Booze Box,4,29/04/2025,,,,,,
La Passerelle School,5,26/11/2025,,,,,,
